,X.1,X,City,TotalDeaths,Massachusetts.Cities.by.Population.Rank,Population,County,Year,Deaths,DeathsPerCapita,TotalDeathsPerCapita
1339,1339,1339,Townsend,13,187,9522,Middlesex,2016,2,0.00021004,0.001365259
1340,1340,1340,Truro,1,288,2004,Barnstable,2016,1,0.000499002,0.000499002
1341,1341,1341,Tyngsborough,11,156,12357,Middlesex,2016,1,8.09E-05,0.000890184
1342,1342,1342,Tyringham,1,346,319,Berkshire,2016,0,0,0.003134796
1343,1343,1343,Upton,4,208,7926,Worcester,2016,2,0.000252334,0.000504668
1344,1344,1344,Uxbridge,9,143,13997,Worcester,2016,0,0,0.000642995
1345,1345,1345,Wakefield,37,73,27157,Middlesex,2016,9,0.000331406,0.001362448
1346,1346,1346,Wales,1,292,1892,Hampden,2016,0,0,0.000528541
1347,1347,1347,Walpole,19,78,25073,Norfolk,2016,7,0.000279185,0.000757787
1348,1348,1348,Waltham,61,16,62442,Middlesex,2016,16,0.000256238,0.000976907
1349,1349,1349,Ware,21,183,9853,Hampshire,2016,9,0.000913427,0.002131331
1350,1350,1350,Wareham,57,89,22640,Plymouth,2016,15,0.000662544,0.002517668
1351,1351,1351,Warren,6,246,5218,Worcester,2016,0,0,0.001149866
1352,1352,1352,Warwick,1,333,762,Franklin,2016,0,0,0.001312336
1353,1353,1353,Washington,0,NA,536,Berkshire,2016,0,0,0
1354,1354,1354,Watertown,39,NA,35756,Middlesex,2016,10,0.000279673,0.001090726
1355,1355,1355,Wayland,6,147,13954,Middlesex,2016,2,0.000143328,0.000429984
1356,1356,1356,Webster,29,117,17020,Worcester,2016,5,0.000293772,0.001703878
1357,1357,1357,Wellesley,4,59,29479,Norfolk,2016,1,3.39E-05,0.00013569
1358,1358,1358,Wellfleet,4,282,2736,Barnstable,2016,0,0,0.001461988
1359,1359,1359,Wendell,0,328,883,Franklin,2016,0,0,0
1360,1360,1360,Wenham,4,244,5246,Essex,2016,0,0,0.000762486
1361,1361,1361,West Boylston,8,206,8056,Worcester,2016,1,0.000124131,0.000993049
1362,1362,1362,West Bridgewater,12,216,7231,Plymouth,2016,3,0.00041488,0.001659522
1363,1363,1363,West Brookfield,4,262,3779,Worcester,2016,1,0.00026462,0.001058481
1364,1364,1364,West Newbury,0,256,4637,Essex,2016,0,0,0
1365,1365,1365,West Springfield,39,NA,28704,Hampden,2016,9,0.000313545,0.001358696
1366,1366,1366,West Stockbridge,1,315,1267,Berkshire,2016,0,0,0.000789266
1367,1367,1367,West Tisbury,2,281,2898,Dukes,2016,1,0.000345066,0.000690131
1368,1368,1368,Westborough,11,99,19109,Worcester,2016,4,0.000209325,0.000575645
1369,1369,1369,Westfield,47,35,41700,Hampden,2016,15,0.000359712,0.001127098
1370,1370,1370,Westford,12,81,24310,Middlesex,2016,3,0.000123406,0.000493624
1371,1371,1371,Westhampton,0,305,1641,Hampshire,2016,0,0,0
1372,1372,1372,Westminster,3,211,7766,Worcester,2016,0,0,0.000386299
1373,1373,1373,Weston,4,159,12150,Middlesex,2016,0,0,0.000329218
1374,1374,1374,Westport,18,128,15910,Bristol,2016,4,0.000251414,0.001131364
1375,1375,1375,Westwood,8,124,16056,Norfolk,2016,5,0.00031141,0.000498256
1376,1376,1376,Weymouth,122,NA,56664,Norfolk,2016,40,0.000705916,0.002153042
1377,1377,1377,Whately,0,307,1551,Franklin,2016,0,0,0
1378,1378,1378,Whitman,23,135,15022,Plymouth,2016,1,6.66E-05,0.001531088
1379,1379,1379,Wilbraham,3,137,14671,Hampden,2016,1,6.82E-05,0.000204485
1380,1380,1380,Williamsburg,2,284,2492,Hampshire,2016,0,0,0.000802568
1381,1381,1381,Williamstown,3,210,7835,Berkshire,2016,1,0.000127632,0.000382897
1382,1382,1382,Wilmington,24,83,23803,Middlesex,2016,4,0.000168046,0.001008276
1383,1383,1383,Winchendon,9,175,10862,Worcester,2016,1,9.21E-05,0.000828577
1384,1384,1384,Winchester,9,88,22838,Middlesex,2016,3,0.00013136,0.00039408
1385,1385,1385,Windsor,0,330,873,Berkshire,2016,0,0,0
1386,1386,1386,Winthrop,26,NA,18625,Suffolk,2016,4,0.000214765,0.001395973
1387,1387,1387,Woburn,50,42,39701,Middlesex,2016,17,0.000428201,0.001259414
1388,1388,1388,Worcester,334,2,185677,Worcester,2016,74,0.000398542,0.001798823
1389,1389,1389,Worthington,0,321,1193,Hampshire,2016,0,0,0
1390,1390,1390,Wrentham,13,163,11838,Norfolk,2016,5,0.000422369,0.001098158
1391,1391,1391,Yarmouth,38,87,23339,Barnstable,2016,7,0.000299927,0.001628176
1392,1392,1392,Unknown,4,NA,NA,NA,2016,0,NA,NA
1393,1393,1393,Abington,15,122,16396,Plymouth,2017,3,0.000182971,0.000914857
1394,1394,1394,Acton,15,84,23777,Middlesex,2017,1,4.21E-05,0.000630862
1395,1395,1395,Acushnet,16,178,10544,Bristol,2017,7,0.000663885,0.001517451
1396,1396,1396,Adams,7,204,8090,Berkshire,2017,0,0,0.000865266
1397,1397,1397,Agawam,21,NA,28849,Hampden,2017,6,0.000207979,0.000727928
1398,1398,1398,Alford,0,342,486,Berkshire,2017,0,0,0
1399,1399,1399,Amesbury,27,NA,17457,Essex,2017,9,0.000515553,0.001546658
1400,1400,1400,Amherst,10,40,40046,Hampshire,2017,3,7.49E-05,0.000249713
1401,1401,1401,Andover,21,46,35937,Essex,2017,2,5.57E-05,0.000584356
1402,1402,1402,Aquinnah,2,345,327,Dukes,2017,0,0,0.006116208
1403,1403,1403,Arlington,23,28,45510,Middlesex,2017,3,6.59E-05,0.000505383
1404,1404,1404,Ashburnham,4,231,6304,Worcester,2017,0,0,0.000634518
1405,1405,1405,Ashby,0,272,3223,Middlesex,2017,0,0,0
1406,1406,1406,Ashfield,1,301,1733,Franklin,2017,0,0,0.000577034
1407,1407,1407,Ashland,12,112,17706,Middlesex,2017,3,0.000169434,0.000677736
1408,1408,1408,Athol,15,167,11711,Worcester,2017,5,0.000426949,0.001280847
1409,1409,1409,Attleboro,77,29,44590,Bristol,2017,26,0.00058309,0.001726845
1410,1410,1410,Auburn,11,119,16702,Worcester,2017,3,0.000179619,0.000658604
1411,1411,1411,Avon,11,258,4496,Norfolk,2017,2,0.00044484,0.002446619
1412,1412,1412,Ayer,11,201,8145,Middlesex,2017,1,0.000122775,0.001350522
1413,1413,1413,Barnstable,66,NA,44163,Barnstable,2017,13,0.000294364,0.001494464
1414,1414,1414,Barre,3,240,5569,Worcester,2017,0,0,0.000538696
1415,1415,1415,Becket,0,302,1723,Berkshire,2017,0,0,0
1416,1416,1416,Bedford,13,141,14197,Middlesex,2017,3,0.000211312,0.000915686
1417,1417,1417,Belchertown,14,133,15100,Hampshire,2017,5,0.000331126,0.000927152
1418,1418,1418,Bellingham,15,116,17093,Norfolk,2017,4,0.000234014,0.000877552
1419,1419,1419,Belmont,14,74,26458,Middlesex,2017,2,7.56E-05,0.000529141
1420,1420,1420,Berkley,11,223,6707,Bristol,2017,3,0.000447294,0.001640078
1421,1421,1421,Berlin,1,273,3176,Worcester,2017,0,0,0.000314861
1422,1422,1422,Bernardston,1,287,2111,Franklin,2017,0,0,0.000473709
1423,1423,1423,Beverly,56,34,41816,Essex,2017,11,0.000263057,0.0013392
1424,1424,1424,Billerica,59,31,43962,Middlesex,2017,14,0.000318457,0.001342068
1425,1425,1425,Blackstone,13,191,9304,Worcester,2017,1,0.000107481,0.001397248
1426,1426,1426,Blandford,0,316,1260,Hampden,2017,0,0,0
1427,1427,1427,Bolton,3,243,5283,Worcester,2017,0,0,0.000567859
1428,1428,1428,Boston,730,1,685094,Suffolk,2017,191,0.000278794,0.001065547
1429,1429,1429,Bourne,36,97,19879,Barnstable,2017,12,0.000603652,0.001810956
1430,1430,1430,Boxborough,2,227,6401,Middlesex,2017,1,0.000156226,0.000312451
1431,1431,1431,Boxford,4,198,8310,Essex,2017,1,0.000120337,0.000481348
1432,1432,1432,Boylston,3,257,4634,Worcester,2017,1,0.000215796,0.000647389
1433,1433,1433,Braintree,46,NA,37156,Norfolk,2017,15,0.000403703,0.001238023
1434,1434,1434,Brewster,5,184,9836,Barnstable,2017,0,0,0.000508337
1435,1435,1435,Bridgewater,39,71,27478,Plymouth,2017,7,0.000254749,0.001419317
1436,1436,1436,Brimfield,2,264,3745,Hampden,2017,1,0.000267023,0.000534045
1437,1437,1437,Brockton,193,6,95672,Plymouth,2017,49,0.000512167,0.002017309
1438,1438,1438,Brookfield,6,268,3437,Worcester,2017,2,0.000581903,0.001745708
1439,1439,1439,Brookline,13,19,59157,Norfolk,2017,6,0.000101425,0.000219754
1440,1440,1440,Buckland,2,294,1874,Franklin,2017,0,0,0.001067236
1441,1441,1441,Burlington,25,72,27176,Middlesex,2017,8,0.000294377,0.000919929
1442,1442,1442,Cambridge,65,4,113630,Middlesex,2017,12,0.000105606,0.000572032
1443,1443,1443,Canton,29,85,23444,Norfolk,2017,9,0.000383894,0.00123699
1444,1444,1444,Carlisle,0,245,5235,Middlesex,2017,0,0,0
1445,1445,1445,Carver,27,166,11715,Plymouth,2017,6,0.000512164,0.002304738
1446,1446,1446,Charlemont,0,319,1240,Franklin,2017,0,0,0
1447,1447,1447,Charlton,12,150,13571,Worcester,2017,6,0.000442119,0.000884238
1448,1448,1448,Chatham,4,233,6169,Barnstable,2017,0,0,0.000648403
1449,1449,1449,Chelmsford,24,48,35099,Middlesex,2017,6,0.000170945,0.00068378
1450,1450,1450,Chelsea,60,39,40227,Suffolk,2017,14,0.000348025,0.001491536
1451,1451,1451,Cheshire,1,275,3142,Berkshire,2017,0,0,0.000318269
1452,1452,1452,Chester,1,312,1380,Hampden,2017,1,0.000724638,0.000724638
1453,1453,1453,Chesterfield,0,317,1258,Hampshire,2017,0,0,0
1454,1454,1454,Chicopee,79,23,55515,Hampden,2017,19,0.00034225,0.001423039
1455,1455,1455,Chilmark,1,326,916,Dukes,2017,0,0,0.001091703
1456,1456,1456,Clarksburg,2,304,1643,Berkshire,2017,1,0.000608643,0.001217285
1457,1457,1457,Clinton,21,146,13963,Worcester,2017,2,0.000143236,0.001503975
1458,1458,1458,Cohasset,6,197,8516,Norfolk,2017,1,0.000117426,0.000704556
1459,1459,1459,Colrain,0,303,1665,Franklin,2017,0,0,0
1460,1460,1460,Concord,2,98,19237,Middlesex,2017,1,5.20E-05,0.000103966
1461,1461,1461,Conway,0,293,1878,Franklin,2017,0,0,0
1462,1462,1462,Cummington,0,329,881,Hampshire,2017,0,0,0
1463,1463,1463,Dalton,1,224,6581,Berkshire,2017,0,0,0.000151953
1464,1464,1464,Danvers,30,70,27558,Essex,2017,9,0.000326584,0.001088613
1465,1465,1465,Dartmouth,26,49,34336,Bristol,2017,6,0.000174744,0.000757223
1466,1466,1466,Dedham,25,77,25364,Norfolk,2017,2,7.89E-05,0.000985649
1467,1467,1467,Deerfield,1,249,5026,Franklin,2017,0,0,0.000198965
1468,1468,1468,Dennis,24,148,13917,Barnstable,2017,5,0.000359273,0.00172451
1469,1469,1469,Dighton,5,212,7715,Bristol,2017,1,0.000129618,0.000648088
1470,1470,1470,Douglas,6,193,8869,Worcester,2017,2,0.000225505,0.000676514
1471,1471,1471,Dover,1,235,6041,Norfolk,2017,1,0.000165536,0.000165536
1472,1472,1472,Dracut,31,53,31619,Middlesex,2017,4,0.000126506,0.000980423
1473,1473,1473,Dudley,7,165,11768,Worcester,2017,2,0.000169952,0.000594833
1474,1474,1474,Dunstable,2,269,3379,Middlesex,2017,1,0.000295946,0.000591891
1475,1475,1475,Duxbury,7,127,15928,Plymouth,2017,1,6.28E-05,0.000439478
1476,1476,1476,East Bridgewater,13,138,14465,Plymouth,2017,4,0.00027653,0.000898721
1477,1477,1477,East Brookfield,0,285,2195,Worcester,2017,0,0,0
1478,1478,1478,East Longmeadow,12,123,16291,Hampden,2017,0,0,0.000736603
1479,1479,1479,Eastham,10,251,4882,Barnstable,2017,1,0.000204834,0.002048341
1480,1480,1480,Easthampton,18,NA,24984,Hampshire,2017,4,0.000160102,0.000720461
1481,1481,1481,Easton,30,79,24984,Bristol,2017,7,0.000280179,0.001200768
1482,1482,1482,Edgartown,0,260,4321,Dukes,2017,0,0,0
1483,1483,1483,Egremont,0,320,1205,Berkshire,2017,0,0,0
1484,1484,1484,Erving,1,298,1767,Franklin,2017,0,0,0.000565931
1485,1485,1485,Essex,1,263,3748,Essex,2017,0,0,0.000266809
1486,1486,1486,Everett,90,27,46324,Middlesex,2017,17,0.00036698,0.001942837
1487,1487,1487,Fairhaven,NA,125,16055,Bristol,2017,8,NA,0.00156
1488,1488,1488,Foxborough,13,113,17574,Norfolk,2017,2,0.000113804,0.000739729
1489,1489,1489,Framingham,53,14,72032,Middlesex,2017,8,0.000111062,0.000735784
1490,1490,1490,Franklin,23,NA,32996,Norfolk,2017,2,6.06E-05,0.000697054
1491,1491,1491,Freetown,14,190,9339,Bristol,2017,6,0.000642467,0.00149909
1492,1492,1492,Gardner,33,92,20640,Worcester,2017,8,0.000387597,0.001598837
1493,1493,1493,Georgetown,9,196,8688,Essex,2017,3,0.000345304,0.001035912
1494,1494,1494,Gill,2,309,1499,Franklin,2017,0,0,0.001334223
1495,1495,1495,Gloucester,49,58,30172,Essex,2017,16,0.000530293,0.001624022
1496,1496,1496,Goshen,1,322,1065,Hampshire,2017,0,0,0.000938967
1497,1497,1497,Gosnold,0,350,76,Dukes,2017,0,0,0
1498,1498,1498,Grafton,8,102,18761,Worcester,2017,0,0,0.000426417
1499,1499,1499,Granby,7,228,6332,Hampshire,2017,0,0,0.001105496
1500,1500,1500,Granville,0,306,1624,Hampden,2017,0,0,0
1501,1501,1501,Great Barrington,2,220,6855,Berkshire,2017,0,0,0.000291758
1502,1502,1502,Greenfield,27,NA,17456,Franklin,2017,4,0.000229148,0.001546746
1503,1503,1503,Groton,3,170,11364,Middlesex,2017,1,8.80E-05,0.000263992
1504,1504,1504,Groveland,4,221,6789,Essex,2017,1,0.000147297,0.000589188
1505,1505,1505,Hadley,4,242,5335,Hampshire,2017,1,0.000187441,0.000749766
1506,1506,1506,Halifax,8,209,7855,Plymouth,2017,0,0,0.00101846
1507,1507,1507,Hamilton,5,207,8051,Essex,2017,0,0,0.000621041
1508,1508,1508,Hampden,3,247,5196,Hampden,2017,0,0,0.000577367
1509,1509,1509,Hancock,1,337,698,Berkshire,2017,0,0,0.001432665
1510,1510,1510,Hanover,10,139,14444,Plymouth,2017,1,6.92E-05,0.000692329
1511,1511,1511,Hanson,12,176,10777,Plymouth,2017,1,9.28E-05,0.001113482
1512,1512,1512,Hardwick,4,276,3025,Worcester,2017,0,0,0.001322314
1513,1513,1513,Harvard,1,225,6569,Worcester,2017,0,0,0.00015223
1514,1514,1514,Harwich,11,161,12145,Barnstable,2017,1,8.23E-05,0.000905723
1515,1515,1515,Hatfield,7,270,3299,Hampshire,2017,1,0.000303122,0.002121855
1516,1516,1516,Haverhill,138,15,63639,Essex,2017,28,0.000439982,0.002168482
1517,1517,1517,Hawley,0,344,337,Franklin,2017,0,0,0
1518,1518,1518,Heath,0,336,699,Franklin,2017,0,0,0
1519,1519,1519,Hingham,3,86,23415,Plymouth,2017,1,4.27E-05,0.000128123
1520,1520,1520,Hinsdale,5,290,1932,Berkshire,2017,0,0,0.002587992
1521,1521,1521,Holbrook,22,174,11026,Norfolk,2017,3,0.000272084,0.001995284
1522,1522,1522,Holden,15,100,18943,Worcester,2017,1,5.28E-05,0.000791849
1523,1523,1523,Holland,1,283,2496,Hampden,2017,0,0,0.000400641
1524,1524,1524,Holliston,10,136,14753,Middlesex,2017,3,0.000203348,0.000677828
1525,1525,1525,Holyoke,48,38,40341,Hampden,2017,13,0.000322253,0.001189856
1526,1526,1526,Hopedale,7,236,5976,Worcester,2017,2,0.000334672,0.001171352
1527,1527,1527,Hopkinton,10,109,18035,Middlesex,2017,3,0.000166343,0.000554477
1528,1528,1528,Hubbardston,6,254,4715,Worcester,2017,1,0.000212089,0.001272534
1529,1529,1529,Hudson,15,95,19944,Middlesex,2017,4,0.000200562,0.000752106
1530,1530,1530,Hull,18,179,10449,Plymouth,2017,7,0.000669921,0.001722653
1531,1531,1531,Huntington,0,286,2186,Hampshire,2017,0,0,0
1532,1532,1532,Ipswich,14,144,13995,Essex,2017,3,0.000214362,0.001000357
1533,1533,1533,Kingston,12,151,13565,Plymouth,2017,7,0.000516034,0.00088463
1534,1534,1534,Lakeville,7,168,11424,Plymouth,2017,4,0.00035014,0.000612745
1535,1535,1535,Lancaster,6,205,8074,Worcester,2017,2,0.000247709,0.000743126
1536,1536,1536,Lanesborough,4,279,2965,Berkshire,2017,2,0.000674536,0.001349073
1537,1537,1537,Lawrence,145,13,80162,Essex,2017,37,0.000461565,0.001808837
1538,1538,1538,Lee,8,238,5725,Berkshire,2017,3,0.000524017,0.00139738
1539,1539,1539,Leicester,11,169,11373,Worcester,2017,4,0.00035171,0.000967203
1540,1540,1540,Lenox,3,250,4957,Berkshire,2017,2,0.00040347,0.000605205
1541,1541,1541,Leominster,52,36,41615,Worcester,2017,16,0.000384477,0.001249549
1542,1542,1542,Leverett,1,295,1853,Franklin,2017,1,0.000539665,0.000539665
1543,1543,1543,Lexington,8,51,33727,Middlesex,2017,0,0,0.000237199
1544,1544,1544,Leyden,0,335,715,Franklin,2017,0,0,0
1545,1545,1545,Lincoln,1,222,6781,Middlesex,2017,0,0,0.000147471
1546,1546,1546,Littleton,3,181,10115,Middlesex,2017,1,9.89E-05,0.000296589
1547,1547,1547,Longmeadow,6,129,15864,Hampden,2017,0,0,0.000378215
1548,1548,1548,Lowell,246,5,111346,Middlesex,2017,52,0.000467013,0.002209329
1549,1549,1549,Ludlow,18,91,21502,Hampden,2017,4,0.000186029,0.000837131
1550,1550,1550,Lunenburg,11,171,11312,Worcester,2017,3,0.000265205,0.000972419
1551,1551,1551,Lynn,221,9,94063,Essex,2017,61,0.000648502,0.002349489
1552,1552,1552,Lynnfield,7,154,12942,Essex,2017,2,0.000154536,0.000540875
1553,1553,1553,Malden,82,17,61246,Middlesex,2017,16,0.000261242,0.001338863
1554,1554,1554,Manchester,2,NA,5393,Essex,2017,0,0,0.000370851
1555,1555,1555,Mansfield,25,82,23946,Bristol,2017,8,0.000334085,0.001044016
1556,1556,1556,Marblehead,12,93,20554,Essex,2017,5,0.000243262,0.000583828
1557,1557,1557,Marion,4,248,5107,Plymouth,2017,1,0.00019581,0.000783239
1558,1558,1558,Marlborough,29,41,39873,Middlesex,2017,5,0.000125398,0.000727309
1559,1559,1559,Marshfield,32,76,25836,Plymouth,2017,12,0.000464468,0.001238582
1560,1560,1560,Mashpee,27,142,14191,Barnstable,2017,1,7.05E-05,0.001902614
1561,1561,1561,Mattapoisett,5,229,6330,Plymouth,2017,1,0.000157978,0.000789889
1562,1562,1562,Maynard,7,177,10665,Middlesex,2017,2,0.000187529,0.000656353
1563,1563,1563,Medfield,1,155,12845,Norfolk,2017,0,0,7.79E-05
1564,1564,1564,Medford,78,20,57797,Middlesex,2017,17,0.000294133,0.001349551
1565,1565,1565,Medway,5,152,13329,Norfolk,2017,0,0,0.000375122
1566,1566,1566,Melrose,31,67,28367,Middlesex,2017,10,0.000352522,0.001092819
1567,1567,1567,Mendon,3,234,6094,Worcester,2017,0,0,0.000492287
1568,1568,1568,Merrimac,5,219,6913,Essex,2017,1,0.000144655,0.000723275
1569,1569,1569,Methuen,60,NA,50259,Essex,2017,20,0.000397939,0.001193816
1570,1570,1570,Middleborough,41,80,24873,Plymouth,2017,7,0.00028143,0.001648374
1571,1571,1571,Middlefield,0,NA,536,Hampshire,2017,0,0,0
1572,1572,1572,Middleton,11,182,9861,Essex,2017,3,0.000304229,0.001115506
1573,1573,1573,Milford,26,62,28933,Worcester,2017,6,0.000207376,0.000898628
1574,1574,1574,Millbury,21,149,13733,Worcester,2017,7,0.000509721,0.001529163
1575,1575,1575,Millis,8,200,8216,Norfolk,2017,1,0.000121714,0.00097371
1576,1576,1576,Millville,1,271,3252,Worcester,2017,0,0,0.000307503
1577,1577,1577,Milton,12,69,27575,Norfolk,2017,1,3.63E-05,0.000435177
1578,1578,1578,Monroe,0,349,118,Franklin,2017,0,0,0
1579,1579,1579,Monson,6,194,8836,Hampden,2017,1,0.000113173,0.00067904
1580,1580,1580,Montague,8,199,8259,Franklin,2017,2,0.00024216,0.00096864
1581,1581,1581,Monterey,0,325,936,Berkshire,2017,0,0,0
1582,1582,1582,Montgomery,1,331,864,Hampden,2017,0,0,0.001157407
1583,1583,1583,Mount Washington,0,348,158,Berkshire,2017,0,0,0
1584,1584,1584,Nahant,3,266,3502,Essex,2017,0,0,0.000856653
1585,1585,1585,Nantucket,8,172,11229,Nantucket,2017,3,0.000267165,0.000712441
1586,1586,1586,Natick,25,45,36246,Middlesex,2017,7,0.000193125,0.000689731
1587,1587,1587,Needham,3,57,30999,Norfolk,2017,1,3.23E-05,9.68E-05
1588,1588,1588,New Ashford,1,347,223,Berkshire,2017,0,0,0.004484305
1589,1589,1589,New Bedford,212,7,95120,Bristol,2017,45,0.000473087,0.002228764
1590,1590,1590,New Braintree,0,323,1025,Worcester,2017,0,0,0
1591,1591,1591,New Marlborough,1,310,1458,Berkshire,2017,0,0,0.000685871
1592,1592,1592,New Salem,1,324,1017,Franklin,2017,0,0,0.000983284
1593,1593,1593,Newbury,6,218,7079,Essex,2017,1,0.000141263,0.000847577
1594,1594,1594,Newburyport,18,108,18060,Essex,2017,5,0.000276855,0.000996678
1595,1595,1595,Newton,40,11,88994,Middlesex,2017,9,0.00010113,0.000449469
1596,1596,1596,Norfolk,6,164,11793,Norfolk,2017,0,0,0.000508776
1597,1597,1597,North Adams,23,153,12970,Berkshire,2017,5,0.000385505,0.001773323
1598,1598,1598,North Andover,15,56,31013,Essex,2017,4,0.000128978,0.000483668
1599,1599,1599,North Attleboro,36,NA,29153,Bristol,2017,9,0.000308716,0.001234864
1600,1600,1600,North Brookfield,5,253,4793,Worcester,2017,1,0.000208638,0.001043188
1601,1601,1601,North Reading,12,130,15735,Middlesex,2017,6,0.000381316,0.000762631
1602,1602,1602,Northampton,33,65,28593,Hampshire,2017,6,0.000209842,0.001154129
1603,1603,1603,Northborough,5,134,15033,Worcester,2017,2,0.000133041,0.000332602
1604,1604,1604,Northbridge,12,120,16630,Worcester,2017,4,0.000240529,0.000721587
1605,1605,1605,Northfield,1,277,2988,Franklin,2017,0,0,0.000334672
1606,1606,1606,Norton,22,96,19882,Bristol,2017,5,0.000251484,0.001106529
1607,1607,1607,Norwell,11,173,11067,Plymouth,2017,3,0.000271076,0.000993946
1608,1608,1608,Norwood,28,60,29195,Norfolk,2017,8,0.00027402,0.000959068
1609,1609,1609,Oak Bluffs,7,255,4678,Dukes,2017,1,0.000213767,0.001496366
1610,1610,1610,Oakham,0,289,1946,Worcester,2017,0,0,0
1611,1611,1611,Orange,9,214,7651,Franklin,2017,1,0.000130702,0.001176317
1612,1612,1612,Orleans,3,237,5820,Barnstable,2017,0,0,0.000515464
1613,1613,1613,Otis,1,308,1549,Berkshire,2017,0,0,0.000645578
1614,1614,1614,Oxford,21,145,13980,Worcester,2017,4,0.000286123,0.001502146
1615,1615,1615,Palmer,9,NA,21140,Hampden,2017,2,9.46E-05,0.000425733
1616,1616,1616,Paxton,3,252,4881,Worcester,2017,0,0,0.000614628
1617,1617,1617,Peabody,71,25,52987,Essex,2017,23,0.000434069,0.001339951
1618,1618,1618,Pelham,0,313,1325,Hampshire,2017,0,0,0
1619,1619,1619,Pembroke,24,105,18377,Plymouth,2017,6,0.000326495,0.00130598
1620,1620,1620,Pepperell,10,160,12146,Middlesex,2017,2,0.000164663,0.000823316
1621,1621,1621,Peru,1,332,837,Berkshire,2017,1,0.001194743,0.001194743
1622,1622,1622,Petersham,1,318,1250,Worcester,2017,0,0,8.00E-04
1623,1623,1623,Phillipston,0,300,1744,Worcester,2017,0,0,0
1624,1624,1624,Pittsfield,76,33,42591,Berkshire,2017,11,0.000258271,0.001784415
1625,1625,1625,Plainfield,0,339,662,Hampshire,2017,0,0,0
1626,1626,1626,Plainville,13,192,9154,Norfolk,2017,5,0.000546209,0.001420144
1627,1627,1627,Plymouth,91,18,59885,Plymouth,2017,23,0.000384069,0.001519579
1628,1628,1628,Plympton,3,278,2971,Plymouth,2017,0,0,0.001009761
1629,1629,1629,Princeton,4,267,3454,Worcester,2017,0,0,0.001158078
1630,1630,1630,Provincetown,1,280,2959,Barnstable,2017,0,0,0.000337952
1631,1631,1631,Quincy,196,8,94166,Norfolk,2017,40,0.000424782,0.002081431
1632,1632,1632,Randolph,41,50,34272,Norfolk,2017,6,0.00017507,0.001196312
1633,1633,1633,Raynham,17,140,14203,Bristol,2017,4,0.000281631,0.00119693
1634,1634,1634,Reading,17,75,26106,Middlesex,2017,5,0.000191527,0.000651191
1635,1635,1635,Rehoboth,4,158,12188,Bristol,2017,2,0.000164096,0.000328192
1636,1636,1636,Revere,110,24,53993,Suffolk,2017,24,0.000444502,0.002037301
1637,1637,1637,Richmond,1,311,1412,Berkshire,2017,0,0,0.000708215
1638,1638,1638,Rochester,3,239,5575,Plymouth,2017,2,0.000358744,0.000538117
1639,1639,1639,Rockland,55,110,17957,Plymouth,2017,15,0.000835329,0.003062872
1640,1640,1640,Rockport,9,215,7246,Essex,2017,2,0.000276014,0.001242065
1641,1641,1641,Rowe,0,343,388,Franklin,2017,0,0,0
1642,1642,1642,Rowley,5,230,6325,Essex,2017,3,0.000474308,0.000790514
1643,1643,1643,Royalston,3,314,1272,Worcester,2017,0,0,0.002358491
1644,1644,1644,Russell,0,297,1793,Hampden,2017,0,0,0
1645,1645,1645,Rutland,5,195,8700,Worcester,2017,1,0.000114943,0.000574713
1646,1646,1646,Salem,74,32,43415,Essex,2017,21,0.000483704,0.00170448
1647,1647,1647,Salisbury,31,189,9400,Essex,2017,8,0.000851064,0.003297872
1648,1648,1648,Sandisfield,0,327,893,Berkshire,2017,0,0,0
1649,1649,1649,Sandwich,14,94,20303,Barnstable,2017,3,0.000147761,0.000689553
1650,1650,1650,Saugus,46,68,28251,Essex,2017,7,0.000247779,0.001628261
1651,1651,1651,Savoy,0,338,680,Berkshire,2017,0,0,0
1652,1652,1652,Scituate,17,103,18688,Plymouth,2017,3,0.000160531,0.000909675
1653,1653,1653,Seekonk,10,131,15548,Bristol,2017,2,0.000128634,0.00064317
1654,1654,1654,Sharon,10,106,18277,Norfolk,2017,2,0.000109427,0.000547136
1655,1655,1655,Sheffield,1,274,3149,Berkshire,2017,0,0,0.000317561
1656,1656,1656,Shelburne,3,296,1848,Franklin,2017,0,0,0.001623377
1657,1657,1657,Sherborn,4,259,4323,Middlesex,2017,1,0.000231321,0.000925283
1658,1658,1658,Shirley,7,213,7672,Middlesex,2017,3,0.000391032,0.000912409
1659,1659,1659,Shrewsbury,24,43,37387,Worcester,2017,8,0.000213978,0.000641934
1660,1660,1660,Shutesbury,0,299,1754,Franklin,2017,0,0,0
1661,1661,1661,Somerset,17,107,18176,Bristol,2017,5,0.000275088,0.000935299
1662,1662,1662,Somerville,81,12,81360,Middlesex,2017,16,0.000196657,0.000995575
1663,1663,1663,South Hadley,13,111,17791,Hampshire,2017,3,0.000168625,0.000730707
1664,1664,1664,Southampton,5,232,6196,Hampshire,2017,1,0.000161394,0.000806972
1665,1665,1665,Southborough,1,180,10136,Worcester,2017,0,0,9.87E-05
1666,1666,1666,Southbridge,28,NA,16911,Worcester,2017,5,0.000295666,0.001655727
1667,1667,1667,Southwick,8,185,9758,Hampden,2017,3,0.00030744,0.00081984
1668,1668,1668,Spencer,22,162,11954,Worcester,2017,5,0.00041827,0.001840388
1669,1669,1669,Springfield,163,3,154758,Hampden,2017,38,0.000245545,0.001053257
